# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PIR1	YKL164C	YKL164C	protein_coding	0	4	2	74	0	0	0	0	28	0	0	0	2	0	0	0	0	0	0	0	0	4	46
PIR3	YKL163W	YKL163W	protein_coding	0	3	0	91	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	3	29
PIS1	YPR113W	YPR113W	protein_coding	0	0	1	30	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	18
PKC1	YBL105C	YBL105C	protein_coding	0	6	1	12	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0	6	5
PKH1	YDR490C	YDR490C	protein_coding	0	0	3	7	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	0	2
PKH2	YOL100W	YOL100W	protein_coding	0	23	7	41	0	0	0	0	22	0	0	0	7	0	0	0	0	0	0	0	0	23	19
PKH3	YDR466W	YDR466W	protein_coding	0	0	0	22	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PKP1	YIL042C	YIL042C	protein_coding	0	7	2	67	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	7	33
PKP2	YGL059W	YGL059W	protein_coding	0	1	0	23	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	1	10
PKR1	YMR123W	YMR123W	protein_coding	0	1	1	64	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	1	52
PLB1	YMR008C	YMR008C	protein_coding	0	4	1	54	0	0	0	0	34	0	0	0	1	0	0	0	0	0	0	0	0	4	20
PLB2	YMR006C	YMR006C	protein_coding	0	7	2	64	0	0	0	0	44	0	0	0	2	0	0	0	0	0	0	0	0	7	20
PLB3	YOL011W	YOL011W	protein_coding	0	4	0	25	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	4	11
PLC1	YPL268W	YPL268W	protein_coding	0	0	3	5	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	2
PLM2	YDR501W	YDR501W	protein_coding	0	12	6	92	0	0	0	0	30	0	0	0	6	0	0	0	0	0	0	0	0	12	62
PLP1	YDR183W	YDR183W	protein_coding	0	1	0	18	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	8
PLP2	YOR281C	YOR281C	protein_coding	0	6	4	65	0	0	0	0	32	0	0	0	4	0	0	0	0	0	0	0	0	6	33
PMA1	YGL008C	YGL008C	protein_coding	0	3	2	39	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	3	23
PMA2	YPL036W	YPL036W	protein_coding	0	10	4	73	0	0	0	0	40	0	0	0	4	0	0	0	0	0	0	0	0	10	33
PMC1	YGL006W	YGL006W	protein_coding	0	7	2	54	0	0	0	0	34	0	0	0	2	0	0	0	0	0	0	0	0	7	20
PMD1	YER132C	YER132C	protein_coding	0	18	13	32	0	0	0	0	16	0	0	0	13	0	0	0	0	0	0	0	0	18	16
PMI40	YER003C	YER003C	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PML1	YLR016C	YLR016C	protein_coding	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PML39	YML107C	YML107C	protein_coding	0	3	2	60	0	0	0	0	38	0	0	0	2	0	0	0	0	0	0	0	0	3	22
PMP1	YCR024C-A	YCR024C-A	protein_coding	0	1	0	25	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	1	10
PMP2	YEL017C-A	YEL017C-A	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PMP3	YDR276C	YDR276C	protein_coding	0	0	0	20	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	9
PMR1	YGL167C	YGL167C	protein_coding	0	5	4	40	0	0	0	0	26	0	0	0	4	0	0	0	0	0	0	0	0	5	14
PMS1	YNL082W	YNL082W	protein_coding	0	1	0	17	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	14
PMT1	YDL095W	YDL095W	protein_coding	0	11	3	63	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	11	26
PMT2	YAL023C	YAL023C	protein_coding	0	1	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9
PMT3	YOR321W	YOR321W	protein_coding	0	0	2	10	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	0	4
PMT4	YJR143C	YJR143C	protein_coding	0	0	3	35	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	0	31
PMT5	YDL093W	YDL093W	protein_coding	0	7	7	61	0	0	0	0	32	0	0	0	7	0	0	0	0	0	0	0	0	7	29
PMT6	YGR199W	YGR199W	protein_coding	0	10	2	42	0	0	0	0	20	0	0	0	2	0	0	0	0	0	0	0	0	10	22
PMT7	YDR307W	YDR307W	protein_coding	1	1	0	6	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	1	5
PMU1	YKL128C	YKL128C	protein_coding	0	2	0	43	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	2	30
PNC1	YGL037C	YGL037C	protein_coding	0	1	1	5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	5
PNG1	YPL096W	YPL096W	protein_coding	0	0	0	33	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	3
PNO1	YOR145C	YOR145C	protein_coding	0	1	0	72	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	1	31
PNP1	YLR209C	YLR209C	protein_coding	0	0	0	36	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	10
PNS1	YOR161C	YOR161C	protein_coding	0	4	1	28	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	4	17
PNT1	YOR266W	YOR266W	protein_coding	0	5	2	50	0	0	0	0	27	0	0	0	2	0	0	0	0	0	0	0	0	5	23
POA1	YBR022W	YBR022W	protein_coding	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	5
POB3	YML069W	YML069W	protein_coding	0	5	0	66	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	5	36
POC4	YPL144W	YPL144W	protein_coding	0	3	1	48	0	0	0	0	22	0	0	0	1	0	0	0	0	0	0	0	0	3	26
POF1	YCL047C	YCL047C	protein_coding	0	3	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	3	7
POG1	YIL122W	YIL122W	protein_coding	0	7	3	77	0	0	0	0	53	0	0	0	3	0	0	0	0	0	0	0	0	7	24
POL1	YNL102W	YNL102W	protein_coding	0	0	2	4	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
POL12	YBL035C	YBL035C	protein_coding	0	13	5	39	0	0	0	0	23	0	0	0	5	0	0	0	0	0	0	0	0	13	16
POL2	YNL262W	YNL262W	protein_coding	0	4	1	9	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	4	3
POL3	YDL102W	YDL102W	protein_coding	0	8	3	76	0	0	0	0	38	0	0	0	3	0	0	0	0	0	0	0	0	8	38
POL30	YBR088C	YBR088C	protein_coding	0	1	0	31	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	1	11
POL31	YJR006W	YJR006W	protein_coding	0	5	3	35	0	0	0	0	24	0	0	0	3	0	0	0	0	0	0	0	0	5	11
POL32	YJR043C	YJR043C	protein_coding	0	5	5	56	0	0	0	0	25	0	0	0	5	0	0	0	0	0	0	0	0	5	31
POL4	YCR014C	YCR014C	protein_coding	0	1	1	10	0	0	0	0	5	0	0	0	1	0	0	0	0	0	0	0	0	1	5
POL5	YEL055C	YEL055C	protein_coding	0	17	9	63	0	0	0	0	44	0	0	0	9	0	0	0	0	0	0	0	0	17	19
POM152	YMR129W	YMR129W	protein_coding	0	0	1	6	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	3
POM33	YLL023C	YLL023C	protein_coding	0	3	3	57	0	0	0	0	37	0	0	0	3	0	0	0	0	0	0	0	0	3	20
POM34	YLR018C	YLR018C	protein_coding	0	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6
POP1	YNL221C	YNL221C	protein_coding	0	4	3	16	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	4	12
POP2	YNR052C	YNR052C	protein_coding	0	0	0	17	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4
POP3	YNL282W	YNL282W	protein_coding	0	1	0	40	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	34
POP4	YBR257W	YBR257W	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
POP5	YAL033W	YAL033W	protein_coding	0	0	0	13	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5
POP6	YGR030C	YGR030C	protein_coding	1	2	3	37	0	0	0	0	27	1	0	0	3	0	0	0	0	1	0	0	0	2	10
POP7	YBR167C	YBR167C	protein_coding	0	1	1	79	0	0	0	0	42	0	0	0	1	0	0	0	0	0	0	0	0	1	37
POP8	YBL018C	YBL018C	protein_coding	0	1	6	80	0	0	0	0	42	0	0	4	6	0	0	0	1	0	0	0	0	0	35
POR1	YNL055C	YNL055C	protein_coding	0	1	1	21	0	0	0	0	21	0	0	0	1	0	0	0	0	0	0	0	0	1	0
POR2	YIL114C	YIL114C	protein_coding	0	1	2	28	0	0	0	0	11	0	0	0	2	0	0	0	0	0	0	0	0	1	17
POS5	YPL188W	YPL188W	protein_coding	0	0	1	12	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	8
POT1	YIL160C	YIL160C	protein_coding	0	6	0	82	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	6	34
POX1	YGL205W	YGL205W	protein_coding	0	10	7	72	0	0	0	0	32	0	0	0	7	0	0	0	0	0	0	0	0	10	40
PPA2	YMR267W	YMR267W	protein_coding	0	0	0	6	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PPE1	YHR075C	YHR075C	protein_coding	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PPG1	YNR032W	YNR032W	protein_coding	0	3	0	18	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	3	2
PPH21	YDL134C	YDL134C	protein_coding	0	0	0	61	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	27
PPH22	YDL188C	YDL188C	protein_coding	0	1	0	32	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	1	3
PPH3	YDR075W	YDR075W	protein_coding	0	1	0	53	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	1	21
PPM1	YDR435C	YDR435C	protein_coding	0	0	2	13	0	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	10
PPM2	YOL141W	YOL141W	protein_coding	0	6	11	71	0	0	0	0	26	0	0	0	11	0	0	0	0	0	0	0	0	6	45
PPN1	YDR452W	YDR452W	protein_coding	0	1	2	12	0	0	0	0	7	0	0	0	2	0	0	0	0	0	0	0	0	1	5
PPQ1	YPL179W	YPL179W	protein_coding	0	1	1	12	0	0	0	0	8	0	0	0	1	0	0	0	0	0	0	0	0	1	4
PPR1	YLR014C	YLR014C	protein_coding	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PPS1	YBR276C	YBR276C	protein_coding	0	0	4	50	0	0	0	0	45	0	0	0	4	0	0	0	0	0	0	0	0	0	5
PPT1	YGR123C	YGR123C	protein_coding	0	0	1	4	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	2
PPT2	YPL148C	YPL148C	protein_coding	0	2	2	30	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	20
PPX1	YHR201C	YHR201C	protein_coding	0	1	1	7	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	6
PPZ1	YML016C	YML016C	protein_coding	0	6	1	61	0	0	0	0	29	0	0	0	1	0	0	0	0	0	0	0	0	6	32
PPZ2	YDR436W	YDR436W	protein_coding	0	0	1	21	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PRB1	YEL060C	YEL060C	protein_coding	0	10	3	66	0	0	0	0	27	0	0	0	3	0	0	0	0	0	0	0	0	10	39
PRC1	YMR297W	YMR297W	protein_coding	0	6	1	18	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	6	15
PRD1	YCL057W	YCL057W	protein_coding	0	1	1	5	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	1
PRE1	YER012W	YER012W	protein_coding	0	2	0	12	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	8
PRE10	YOR362C	YOR362C	protein_coding	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
PRE2	YPR103W	YPR103W	protein_coding	0	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRE3	YJL001W	YJL001W	protein_coding	0	0	2	40	0	0	0	0	15	0	0	1	2	0	0	0	0	0	0	0	0	0	24
PRE4	YFR050C	YFR050C	protein_coding	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PRE5	YMR314W	YMR314W	protein_coding	0	0	0	39	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PRE6	YOL038W	YOL038W	protein_coding	0	1	0	21	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	1	15
PRE7	YBL041W	YBL041W	protein_coding	0	2	1	68	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	2	33
PRE8	YML092C	YML092C	protein_coding	0	2	0	78	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	48
PRE9	YGR135W	YGR135W	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PRI1	YIR008C	YIR008C	protein_coding	0	0	1	20	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	0	0	0	5
PRI2	YKL045W	YKL045W	protein_coding	0	11	1	26	0	0	0	0	11	0	0	0	1	0	0	0	0	0	0	0	0	11	15
PRK1	YIL095W	YIL095W	protein_coding	0	1	1	59	0	0	0	0	35	0	0	0	1	0	0	0	0	0	0	0	0	1	24
PRM1	YNL279W	YNL279W	protein_coding	0	1	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	1	9
PRM10	YJL108C	YJL108C	protein_coding	0	3	0	31	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	3	16
PRM15	YMR278W	YMR278W	protein_coding	0	2	0	16	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	2	5
PRM2	YIL037C	YIL037C	protein_coding	0	6	7	48	0	0	0	0	27	0	0	0	7	0	0	0	0	0	0	0	0	6	21
PRM3	YPL192C	YPL192C	protein_coding	0	1	2	10	0	0	0	0	6	0	0	0	2	0	0	0	0	0	0	0	0	1	4
PRM4	YPL156C	YPL156C	protein_coding	0	3	1	22	0	0	0	0	18	0	0	0	1	0	0	0	0	0	0	0	0	3	4
PRM5	YIL117C	YIL117C	protein_coding	0	1	2	58	0	0	0	0	47	0	0	0	2	0	0	0	0	0	0	0	0	1	11
PRM6	YML047C	YML047C	protein_coding	0	4	0	24	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	4	16
PRM7	YDL039C	YDL039C	protein_coding	0	2	2	18	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	2	16
PRM8	YGL053W	YGL053W	protein_coding	0	0	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	8
PRM9	YAR031W	YAR031W	protein_coding	2	1	7	100	0	0	0	0	31	1	0	0	7	0	0	0	0	0	1	0	0	1	69
PRO1	YDR300C	YDR300C	protein_coding	0	1	1	37	0	0	0	0	31	0	0	0	1	0	0	0	0	0	0	0	0	1	6
PRO2	YOR323C	YOR323C	protein_coding	0	2	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	5
PRO3	YER023W	YER023W	protein_coding	0	4	1	66	0	0	0	0	25	0	0	0	1	0	0	0	0	0	0	0	0	4	41
PRP11	YDL043C	YDL043C	protein_coding	0	0	0	23	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRP16	YKR086W	YKR086W	protein_coding	0	9	4	45	0	0	0	0	13	0	0	0	4	0	0	0	0	0	0	0	0	9	32
PRP18	YGR006W	YGR006W	protein_coding	0	0	1	31	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	0	19
PRP19	YLL036C	YLL036C	protein_coding	0	5	4	32	0	0	0	0	19	0	0	0	4	0	0	0	0	0	0	0	0	5	13
PRP2	YNR011C	YNR011C	protein_coding	0	3	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	6
PRP21	YJL203W	YJL203W	protein_coding	0	4	3	48	0	0	0	0	25	0	0	0	3	0	0	0	0	0	0	0	0	4	23
PRP22	YER013W	YER013W	protein_coding	0	2	1	12	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	2	9
PRP24	YMR268C	YMR268C	protein_coding	0	0	0	9	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PRP28	YDR243C	YDR243C	protein_coding	0	0	1	5	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	3
PRP3	YDR473C	YDR473C	protein_coding	0	2	0	40	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	24
PRP31	YGR091W	YGR091W	protein_coding	0	0	0	9	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PRP38	YGR075C	YGR075C	protein_coding	0	0	0	12	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PRP39	YML046W	YML046W	protein_coding	0	5	4	19	0	0	0	0	5	0	0	0	4	0	0	0	0	0	0	0	0	5	14
PRP4	YPR178W	YPR178W	protein_coding	0	1	0	15	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	1	8
PRP40	YKL012W	YKL012W	protein_coding	0	2	4	53	0	0	0	0	21	0	0	0	4	0	0	0	1	0	0	0	1	1	32
PRP42	YDR235W	YDR235W	protein_coding	0	1	0	15	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	1	0	7
PRP43	YGL120C	YGL120C	protein_coding	0	0	1	14	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	13
PRP45	YAL032C	YAL032C	protein_coding	0	1	1	24	0	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	1	18
PRP46	YPL151C	YPL151C	protein_coding	0	2	2	21	0	0	0	0	10	0	0	0	2	0	0	0	0	0	0	0	0	2	11
PRP5	YBR237W	YBR237W	protein_coding	0	7	15	62	0	0	0	0	25	0	0	0	15	0	0	0	0	0	0	0	0	7	37
PRP6	YBR055C	YBR055C	protein_coding	0	10	4	48	0	0	0	0	36	0	0	0	4	0	0	0	0	0	0	0	0	10	12
PRP8	YHR165C	YHR165C	protein_coding	0	22	6	48	0	0	0	0	23	0	0	0	6	0	0	0	0	0	0	0	0	22	25
PRP9	YDL030W	YDL030W	protein_coding	0	0	2	8	0	0	0	0	5	0	0	0	2	0	0	0	0	0	0	0	0	0	3
PRR1	YKL116C	YKL116C	protein_coding	0	6	3	87	0	0	0	0	56	0	0	0	3	0	0	0	0	0	0	0	0	6	31
PRR2	YDL214C	YDL214C	protein_coding	0	5	7	78	0	0	0	0	20	0	0	0	7	0	0	0	0	0	0	0	0	5	58
PRS1	YKL181W	YKL181W	protein_coding	0	1	0	52	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	1	18
PRS2	YER099C	YER099C	protein_coding	0	0	0	25	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PRS3	YHL011C	YHL011C	protein_coding	0	2	0	69	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	40
PRS4	YBL068W	YBL068W	protein_coding	0	0	0	8	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PRS5	YOL061W	YOL061W	protein_coding	0	7	0	69	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	7	45
PRT1	YOR361C	YOR361C	protein_coding	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PRX1	YBL064C	YBL064C	protein_coding	0	0	0	4	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PRY1	YJL079C	YJL079C	protein_coding	0	0	0	18	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	14
PRY2	YKR013W	YKR013W	protein_coding	0	0	0	22	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PRY3	YJL078C	YJL078C	protein_coding	0	1	6	18	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	1	12
PSA1	YDL055C	YDL055C	protein_coding	0	0	0	10	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PSD1	YNL169C	YNL169C	protein_coding	0	0	0	11	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PSD2	YGR170W	YGR170W	protein_coding	0	2	3	25	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	0	2	20
PSE1	YMR308C	YMR308C	protein_coding	0	7	2	26	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	0	0	7	11
PSF1	YDR013W	YDR013W	protein_coding	0	0	0	13	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PSF2	YJL072C	YJL072C	protein_coding	0	0	0	12	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PSF3	YOL146W	YOL146W	protein_coding	0	5	1	73	0	0	0	0	36	0	0	0	1	0	0	0	0	0	0	0	0	5	37
PSH1	YOL054W	YOL054W	protein_coding	0	0	0	20	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PSK1	YAL017W	YAL017W	protein_coding	0	1	1	11	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	7
PSK2	YOL045W	YOL045W	protein_coding	0	15	3	41	0	0	0	0	31	0	0	0	3	0	0	0	0	0	0	0	0	15	10
PSO2	YMR137C	YMR137C	protein_coding	0	2	0	14	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	2	6
PSP1	YDR505C	YDR505C	protein_coding	0	17	12	88	0	0	0	0	32	0	0	0	12	0	0	0	0	0	0	0	0	17	56
PSP2	YML017W	YML017W	protein_coding	1	0	4	58	0	0	0	0	23	0	0	1	4	0	0	0	0	0	0	1	0	0	34
PSR1	YLL010C	YLL010C	protein_coding	0	1	1	31	0	0	0	0	23	0	0	0	1	0	0	0	0	0	0	0	0	1	8
PSR2	YLR019W	YLR019W	protein_coding	0	1	1	7	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	1	3
PST1	YDR055W	YDR055W	protein_coding	0	1	1	20	0	0	0	0	14	0	0	0	1	0	0	0	0	0	0	0	0	1	6
PST2	YDR032C	YDR032C	protein_coding	0	0	0	17	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PSY1	YKL076C	YKL076C	protein_coding	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7
PSY2	YNL201C	YNL201C	protein_coding	0	9	4	37	0	0	0	0	12	0	0	0	4	0	0	0	0	0	0	0	0	9	25
PSY3	YLR376C	YLR376C	protein_coding	0	1	1	61	0	0	0	0	28	0	0	0	1	0	0	0	0	0	0	0	0	1	33
PSY4	YBL046W	YBL046W	protein_coding	0	6	7	57	0	0	0	0	29	0	0	0	7	0	0	0	0	0	0	0	0	6	28
PTA1	YAL043C	YAL043C	protein_coding	0	16	4	62	0	0	0	0	43	0	0	0	4	0	0	0	0	0	0	0	0	16	19
PTC1	YDL006W	YDL006W	protein_coding	0	0	0	54	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	32
PTC2	YER089C	YER089C	protein_coding	0	0	0	34	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	1
PTC3	YBL056W	YBL056W	protein_coding	0	1	0	40	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	0	1	4
PTC4	YBR125C	YBR125C	protein_coding	0	2	0	41	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	2	18
PTC5	YOR090C	YOR090C	protein_coding	0	15	3	67	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	15	24
PTC6	YCR079W	YCR079W	protein_coding	0	8	4	60	0	0	0	0	31	0	0	0	4	0	0	0	0	0	0	0	0	8	29
PTC7	YHR076W	YHR076W	protein_coding	0	0	0	10	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4
PTH1	YHR189W	YHR189W	protein_coding	0	0	0	16	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	11
PTH2	YBL057C	YBL057C	protein_coding	0	0	0	28	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	23
PTI1	YGR156W	YGR156W	protein_coding	0	3	0	66	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	3	31
PTK1	YKL198C	YKL198C	protein_coding	0	0	0	42	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	22
PTK2	YJR059W	YJR059W	protein_coding	0	18	4	57	0	0	0	0	17	0	0	0	4	0	0	0	0	0	0	0	0	18	40
PTM1	YKL039W	YKL039W	protein_coding	0	0	0	8	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	5
PTP1	YDL230W	YDL230W	protein_coding	0	1	2	13	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	0	0	1	5
PTP2	YOR208W	YOR208W	protein_coding	0	1	6	10	0	0	0	0	2	0	0	0	6	0	0	0	0	0	0	0	0	1	8
PTP3	YER075C	YER075C	protein_coding	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
PTR2	YKR093W	YKR093W	protein_coding	0	12	4	65	0	0	0	0	25	0	0	0	4	0	0	0	0	0	0	0	0	12	40
PTR3	YFR029W	YFR029W	protein_coding	0	3	3	39	0	0	0	0	4	0	0	0	3	0	0	0	0	0	0	0	0	3	35
PUB1	YNL016W	YNL016W	protein_coding	0	3	1	37	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	3	28
PUF2	YPR042C	YPR042C	protein_coding	0	1	0	15	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	12
PUF3	YLL013C	YLL013C	protein_coding	0	8	3	47	0	0	0	0	26	0	0	0	3	0	0	0	0	0	0	0	0	8	21
